intentId;contestId;candidateId;amount;status;createdAt;transactionId;userId
8I2d5nXIZlvPN3FLk8xH;votes-artistes;RIAr7Uw1uo74gAhWWM9c;3800;pending;2025-12-15T17:39:34.095Z;;guest
8KlhlYpssxkURMEbxq2B;votes-artistes;TXBLgEfug2LJqx5MXWe4;100;pending;2025-12-15T19:36:23.969Z;;guest
8MsLtKG2flZ4ohzZDtdh;votes-artistes;oucOMPgDKDQR8GKDvFHJ;400;counted;2025-12-16T12:26:23.796Z;5871481381646770;guest
8RGehhvfOZsJ95tbjPaO;votes-artistes;TXBLgEfug2LJqx5MXWe4;7000;counted;2025-12-19T22:00:21.118Z;9000437098713410;guest
8RbTNGwuZyr69LCT0WSr;votes-artistes;GEVWzgnMyTnavWjEa6pg;100;counted;2025-12-27T11:16:25.603Z;2376623197731500;guest
8UhFZfpnEHt7iadUecdi;votes-artistes;RIAr7Uw1uo74gAhWWM9c;1000;counted;2025-12-19T07:43:59.904Z;7611889607411970;guest
8ViiGBv3Uxptr0PzqBoF;votes-artistes;TXBLgEfug2LJqx5MXWe4;1000;counted;2025-12-15T10:38:53.158Z;2380255760039020;guest
8bhw9v79aUM1qmFVKBom;votes-artistes;oucOMPgDKDQR8GKDvFHJ;20000;pending;2025-12-19T22:01:40.563Z;;guest
8bzVAb9dtLmxPJTaPxK8;votes-artistes;TXBLgEfug2LJqx5MXWe4;100;pending;2025-12-15T08:58:57.867Z;;guest
8ehKJQu1Xue6gUgmJt1i;votes-artistes;oucOMPgDKDQR8GKDvFHJ;1000;counted;2025-12-28T19:17:49.957Z;121862467907634;guest
8fS4AFpCdtKTSOuIptwz;votes-artistes;R3DRrtGPGfw8jsQxG4r8;2000;pending;2025-12-15T15:36:10.796Z;;guest
8iP3RqSuVWGn0HXTVd4S;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;pending;2025-12-16T16:02:53.554Z;;guest
8jQEf9Y5jdVKfhKq0NB4;votes-artistes;RIAr7Uw1uo74gAhWWM9c;100;pending;2025-12-15T18:05:57.487Z;;guest
8kLh2tjKeLM3ixs0RpxI;votes-artistes;lrK8tSxZpQPYFTmIF7On;100;pending;2025-12-16T14:24:00.558Z;;guest
8phK8eibBSlWv4EWAJzp;votes-artistes;6AkulXNEKwaJVwByJl7t;300;pending;2025-12-16T12:54:38.105Z;;guest
8qAanemi9YnpxIqiNMqT;votes-artistes;GEVWzgnMyTnavWjEa6pg;1000;pending;2025-12-17T18:52:33.980Z;;guest
8rDe0ztz4jJ6acXiVqsg;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;pending;2025-12-20T04:50:17.333Z;;guest
8roxwYPFa330JG9bbL2b;votes-artistes;oucOMPgDKDQR8GKDvFHJ;1900;pending;2025-12-19T07:14:31.471Z;;guest
8uU0lUfItmik9A32KBIO;votes-artistes;QYa6O7F6VvbOPzwmlD0Q;100;pending;2025-12-19T06:03:10.015Z;;guest
8wpnU70C9Ht5zvnl9Ec3;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;pending;2025-12-16T20:58:17.983Z;;guest
8wwRn1IXwHFuWYUqBxJS;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;pending;2025-12-16T09:37:09.399Z;;guest
8y0RgdaaYl6fc9tbSKvH;votes-artistes;GEVWzgnMyTnavWjEa6pg;100;pending;2025-12-19T06:39:30.812Z;;guest
93q8y7XQILtG94tzDQxi;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;pending;2025-12-16T17:07:58.880Z;;guest
985YUiUXhXssp4uO5VJE;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;counted;2025-12-16T06:33:01.293Z;9328880518980490;guest
9ARWIhd1Vl1fuCUihkqf;votes-artistes;TXBLgEfug2LJqx5MXWe4;200;pending;2025-12-22T15:00:50.026Z;;guest
9Dgpz1LSkuoh2aZzag4i;votes-artistes;RIAr7Uw1uo74gAhWWM9c;2000;counted;2025-12-18T16:11:16.819Z;9606631640105500;guest
9E30k6BS12wnzjQvFeuM;votes-artistes;GEVWzgnMyTnavWjEa6pg;100;pending;2025-12-15T15:36:54.620Z;;guest
9E735wEByj5tKEzTyMKL;votes-artistes;GEVWzgnMyTnavWjEa6pg;100;counted;2025-12-27T08:04:59.947Z;7090438715808220;guest
9IxrVRpW5NdBQZajgbty;votes-artistes;TXBLgEfug2LJqx5MXWe4;300;counted;2025-12-17T20:10:54.153Z;3039063698088880;guest
9JMNOuQfYb7jnoAwEvpT;votes-artistes;oucOMPgDKDQR8GKDvFHJ;500;counted;2025-12-15T18:40:54.779Z;6636828863337230;guest
9LhMc4FhAL4mZPccE3sw;votes-artistes;GEVWzgnMyTnavWjEa6pg;100;counted;2025-12-19T13:05:00.243Z;2468363315403640;guest
9LqPbz8rvTquZ9ZIPfDY;votes-artistes;GEVWzgnMyTnavWjEa6pg;500;pending;2025-12-21T16:20:16.725Z;;guest
9MGbbmq6aEDUr2JNghAV;votes-artistes;6jJ1pd8NA2meRhVWW12M;3000;counted;2025-12-15T10:24:37.104Z;8014423312512610;guest
9QyNDJR7s2LQ4dvdr8Z0;votes-artistes;ANLYRIZ6gRU8LgLSyaRq;5100;pending;2025-12-15T09:32:21.539Z;;guest
9RP8GwCLP6UxmCQ2fQu4;votes-artistes;lrK8tSxZpQPYFTmIF7On;100;pending;2025-12-22T15:05:55.525Z;;guest
9ZqQs0EmFwzu9LLh3Yib;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;pending;2025-12-15T09:35:28.000Z;;guest
9acPJvEsbGqOkyOJ9jf1;votes-artistes;GEVWzgnMyTnavWjEa6pg;1000;counted;2025-12-18T21:38:01.891Z;3085780397291840;guest
9ckkFifSZTk9oY0gMTUi;votes-artistes;TXBLgEfug2LJqx5MXWe4;100;counted;2025-12-15T17:01:42.066Z;9125772971381360;guest
9dlYoBcbs1LylB50LSBk;votes-artistes;lrK8tSxZpQPYFTmIF7On;2000;counted;2025-12-16T12:53:30.790Z;5602588318153290;guest
9eNGDhevrcHKMNkK7hUF;votes-artistes;TXBLgEfug2LJqx5MXWe4;200;pending;2025-12-22T14:57:55.550Z;;guest
9hPnyPO4BPAWcknJqVW6;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;counted;2025-12-15T18:26:19.219Z;80252557101191;guest
9jddeDKZbmGKgbhfUPeb;votes-artistes;GEVWzgnMyTnavWjEa6pg;500;pending;2025-12-17T10:04:25.950Z;;guest
9kweaO2sCSUKv5UTyoll;votes-artistes;RIAr7Uw1uo74gAhWWM9c;200;pending;2025-12-16T13:32:58.411Z;;guest
9m5hTPUkjxF39RkJFUHg;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;pending;2025-12-15T08:15:19.876Z;;guest
9mH2WNSmsR21DWUTvYIX;votes-artistes;8ELIXFDTdljYr37syNyv;100;pending;2025-12-15T13:11:00.745Z;;guest
9qnAezuzl7u4N4MVeztT;votes-artistes;noLuODpebT7EXpZWBRkH;2500;pending;2025-12-15T15:07:01.072Z;;guest
9qsTlhKNpzrYT2Wfo7mh;votes-artistes;zNIM4k3VP04xbhamFPva;100;pending;2025-12-15T06:19:34.334Z;;guest
9rzd7bRwrYcUhi9DP8TM;votes-artistes;GEVWzgnMyTnavWjEa6pg;2000;pending;2025-12-19T18:49:46.968Z;;guest
9xX7DIyfqU1zZSo0uOnh;votes-artistes;RIAr7Uw1uo74gAhWWM9c;2000;counted;2025-12-20T20:41:27.815Z;286052236832287;guest
A0ChB17xRRUOUMBpM5BV;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;pending;2025-12-15T22:54:00.973Z;;guest
A2DYeZsLv2dcS4r9RelQ;votes-artistes;GEVWzgnMyTnavWjEa6pg;500;counted;2025-12-17T08:48:13.868Z;6748621678865930;guest
A3fe3fHhiFT8GfPfsd62;votes-artistes;RIAr7Uw1uo74gAhWWM9c;200;counted;2025-12-16T07:47:11.891Z;2048165298094610;guest
A3pwxYmm217ZL9pXGp9x;votes-artistes;RIAr7Uw1uo74gAhWWM9c;900;counted;2025-12-15T18:42:34.819Z;1530799147563600;guest
A3zMMFvbBT1kZyd29znr;votes-artistes;RIAr7Uw1uo74gAhWWM9c;100;pending;2025-12-20T19:10:09.382Z;;guest
AC22tgf3Ch1PTBTemTo7;votes-artistes;aUt5Vh29CsUcstBHEF8H;100;counted;2025-12-17T10:20:42.499Z;4947419939464550;guest
AENwAKCJAj2PW3JUu8fd;votes-artistes;noLuODpebT7EXpZWBRkH;1000;pending;2025-12-15T20:46:10.275Z;;guest
AOluk5dcYx2DMtxFINKU;votes-artistes;oucOMPgDKDQR8GKDvFHJ;300;pending;2025-12-16T17:56:37.006Z;;guest
ARXLIc536JurTOn5dEe3;votes-artistes;lrK8tSxZpQPYFTmIF7On;100;counted;2025-12-27T00:31:30.763Z;2612179339857570;guest
AV4RJzQS9Z4VWZ4RI8Gt;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;counted;2025-12-17T20:08:59.307Z;6950354290395120;guest
AVwgsklVlJaDIv66IvRQ;votes-artistes;TXBLgEfug2LJqx5MXWe4;500;pending;2025-12-19T18:12:26.565Z;;guest
AfG6DQxoOSAMrXPHrFMX;votes-artistes;GEVWzgnMyTnavWjEa6pg;200;counted;2025-12-18T07:00:50.824Z;7359052315888120;guest
AiZqdhdQ13MdhxxdmzZn;votes-artistes;81cTWJpXQxqb1LcEQ9Nd;100;pending;2025-12-15T12:58:56.651Z;;guest
Akvh5ZfzoJIIAD0S5isl;votes-artistes;GEVWzgnMyTnavWjEa6pg;200;pending;2025-12-17T17:04:32.379Z;;guest
AoPBQnYhjs3I6HgaNMVa;votes-artistes;GEVWzgnMyTnavWjEa6pg;1000;counted;2025-12-15T19:41:33.112Z;6111014970794440;guest
Ap5ll3GQVcxHIktklMe8;votes-artistes;lrK8tSxZpQPYFTmIF7On;100;pending;2025-12-19T22:05:08.101Z;;guest
AsGJC1A0HifV2SBAL6og;votes-artistes;lrK8tSxZpQPYFTmIF7On;200;counted;2025-12-19T00:15:15.857Z;6710614162214320;guest
AuUqF4tEBmgpVjLoIe7T;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;pending;2025-12-17T18:36:06.739Z;;guest
Audyzsx9PdHi00e0He0w;votes-artistes;RIAr7Uw1uo74gAhWWM9c;100;pending;2025-12-18T21:15:07.826Z;;guest
AvnoknVpbukP3Ro17GQW;votes-artistes;GEVWzgnMyTnavWjEa6pg;100;pending;2025-12-18T07:17:21.927Z;;guest
Aw1P8g1Ef19lcbZVvLbc;votes-artistes;GEVWzgnMyTnavWjEa6pg;100;counted;2025-12-24T15:02:43.867Z;1875184349786330;guest
B1uc7eesqhGMVR1QHoeX;votes-artistes;ANLYRIZ6gRU8LgLSyaRq;200;counted;2025-12-15T08:07:38.240Z;5995237400096340;guest
B5wOje56QN099WRnvvqd;votes-artistes;TXBLgEfug2LJqx5MXWe4;10000;pending;2025-12-19T21:40:35.580Z;;guest
B6GZhFFk0UUyYQn6GeWe;votes-artistes;R3DRrtGPGfw8jsQxG4r8;100;pending;2025-12-15T08:33:25.954Z;;guest
BD5sOeo3EpTH9w62G4vi;votes-artistes;81cTWJpXQxqb1LcEQ9Nd;100;counted;2025-12-16T12:25:01.458Z;9980011517054900;guest
BIhzpyNB4vQAmPR6PC7l;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;pending;2025-12-15T21:38:09.606Z;;guest
BKN5e6EuSZHIsfYMVTRk;votes-artistes;GEVWzgnMyTnavWjEa6pg;400;pending;2025-12-26T11:31:50.511Z;;guest
BM0J0LIKIrEQ8J25yi24;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;counted;2025-12-15T20:41:53.071Z;4887600989960670;guest
BM7vlEXJCQl8V9NKZzsM;votes-artistes;oucOMPgDKDQR8GKDvFHJ;3000;counted;2025-12-28T13:01:43.593Z;2686613749683510;guest
BNDFmtSaRr3qlnQG5Gw9;votes-artistes;lrK8tSxZpQPYFTmIF7On;15000;pending;2025-12-16T11:09:25.927Z;;guest
BUCM1SdJOqGe5KNyvJ06;votes-artistes;GEVWzgnMyTnavWjEa6pg;1000;counted;2025-12-15T18:13:46.609Z;5802522200913850;guest
BUE9ClUEcZ39grGapNRf;votes-artistes;GEVWzgnMyTnavWjEa6pg;500;counted;2025-12-15T09:39:19.549Z;4975265249867010;guest
BUeXSZqW1lVl9dNeNNzd;votes-artistes;ANLYRIZ6gRU8LgLSyaRq;100;pending;2025-12-25T15:19:22.780Z;;guest
BWvc3RyytT4WQQ0I86tY;votes-artistes;TXBLgEfug2LJqx5MXWe4;100;pending;2025-12-16T21:14:41.120Z;;guest
BiL8b7Cr5CEkS8Ao0A6T;votes-artistes;TXBLgEfug2LJqx5MXWe4;300;counted;2025-12-15T21:19:12.638Z;9888356240326280;guest
BkW97yHgqypSWyA0TqSw;votes-artistes;oucOMPgDKDQR8GKDvFHJ;200;counted;2025-12-15T12:17:52.670Z;1341324916122540;guest
BlAsjopePo1U2F65F2OO;votes-artistes;oucOMPgDKDQR8GKDvFHJ;500;pending;2025-12-18T18:04:23.676Z;;guest
BxStuieb875xZZHU4vNc;votes-artistes;GEVWzgnMyTnavWjEa6pg;2000;pending;2025-12-19T18:33:29.497Z;;guest
Bz78flr5eGZCJTclQfAu;votes-artistes;RIAr7Uw1uo74gAhWWM9c;100;pending;2025-12-18T21:15:47.659Z;;guest
C0fkKBlGxcBhSwJBhRr4;votes-artistes;TXBLgEfug2LJqx5MXWe4;600;pending;2025-12-16T05:43:22.876Z;;guest
C0nNvWBjqOlvBoDaYwKa;votes-artistes;oucOMPgDKDQR8GKDvFHJ;200;counted;2025-12-19T05:48:12.604Z;5477354957184350;guest
C5NrEJojRtVtIGsd6STO;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;pending;2025-12-15T21:07:35.379Z;;guest
C82wJN8MvbLcVbW1Z4O0;votes-artistes;TXBLgEfug2LJqx5MXWe4;100;pending;2025-12-17T13:11:43.012Z;;guest
CEpPesPwoKybobvN5In8;votes-artistes;oucOMPgDKDQR8GKDvFHJ;2000;pending;2025-12-17T11:15:32.145Z;;guest
CF65zc4fkSOhKFc2TRGo;votes-artistes;zNIM4k3VP04xbhamFPva;400;counted;2025-12-15T09:27:03.995Z;5714742542931400;guest
CFdiaA2PiNKKVfpdcJvI;votes-artistes;TXBLgEfug2LJqx5MXWe4;100;pending;2025-12-15T21:14:10.721Z;;guest
CMdP8q7UgoioxCUGnbLu;votes-artistes;GEVWzgnMyTnavWjEa6pg;1000;pending;2025-12-15T12:46:09.651Z;;guest
CMfyZlStn7FujsrA6NNi;votes-artistes;81cTWJpXQxqb1LcEQ9Nd;100;pending;2025-12-16T08:43:00.747Z;;guest
CPalIlZN4DgadUfCIvsk;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;pending;2025-12-19T06:19:01.616Z;;guest
CQSEkU3vTfsPh4vnxeJ3;votes-artistes;RIAr7Uw1uo74gAhWWM9c;100;pending;2025-12-15T20:52:39.397Z;;guest
CQt2nY0DhvCDrMrPSxJN;votes-artistes;ANLYRIZ6gRU8LgLSyaRq;1000;counted;2025-12-15T11:43:06.118Z;4045896496505140;guest
CWm0zjd4zYqZC5twiqqG;votes-artistes;TXBLgEfug2LJqx5MXWe4;100;pending;2025-12-15T09:10:14.882Z;;guest
CYMSzDHIdGcjjc3c0m0p;votes-artistes;GEVWzgnMyTnavWjEa6pg;100;counted;2025-12-22T10:28:35.495Z;9247920847977810;guest
CZGqRwpx8e8x9oe1bWbt;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;counted;2025-12-18T15:41:23.139Z;4306305872672950;guest
CZPTAM5ZdD06Jo7XUee2;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;pending;2025-12-18T09:54:19.707Z;;guest
CeNMxQsMJVdI9U7ts5pN;votes-artistes;TXBLgEfug2LJqx5MXWe4;100;pending;2025-12-15T10:57:31.609Z;;guest
CgkZnZMaZxb6CU8CuY7l;votes-artistes;RIAr7Uw1uo74gAhWWM9c;100;pending;2025-12-16T18:07:41.987Z;;guest
ClmyH1BhTPy1YOY8YQ4G;votes-artistes;RIAr7Uw1uo74gAhWWM9c;100;counted;2025-12-15T16:11:58.833Z;74554914433914;guest
Cm6Ebv1Jmn2t9zVAvFdt;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;counted;2025-12-17T18:46:35.909Z;9653771697596260;guest
CuczfKNpbeOEY0huelUh;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;counted;2025-12-17T06:43:42.459Z;3127758510823120;guest
D0DNuPy6vRBI6wFyvAKz;votes-artistes;GEVWzgnMyTnavWjEa6pg;100;pending;2025-12-15T10:40:50.843Z;;guest
D1erIv0qaY0TPRVRha5X;votes-artistes;GEVWzgnMyTnavWjEa6pg;2000;pending;2025-12-19T17:16:59.717Z;;guest
D5DVq08sIpGyu1bDkHGM;votes-artistes;GEVWzgnMyTnavWjEa6pg;1000;counted;2025-12-19T17:20:04.217Z;6925797433345970;guest
D79NrYP4gDtGuOR4VnI9;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;counted;2025-12-18T21:23:14.653Z;6946738863854160;guest
D7jB87ZcXN8gdduhZOZl;votes-artistes;zNIM4k3VP04xbhamFPva;1000;pending;2025-12-16T14:58:28.060Z;;guest
D9aKJpP6lYgG8hdcTVol;votes-artistes;RIAr7Uw1uo74gAhWWM9c;100;pending;2025-12-16T08:29:59.915Z;;guest
DB0Bb2D0O142D5hE5INL;votes-artistes;GEVWzgnMyTnavWjEa6pg;100;pending;2025-12-18T12:00:28.270Z;;guest
DCHCZo2oQUyxN8IgRdNt;votes-artistes;GEVWzgnMyTnavWjEa6pg;100;pending;2025-12-15T11:17:02.734Z;;guest
DCNbGW3wreeEYvizfMRO;votes-artistes;RIAr7Uw1uo74gAhWWM9c;100;counted;2025-12-15T15:09:34.891Z;8393905405539070;guest
DPZ3hVzTyyV7o8eXTiIe;votes-artistes;RIAr7Uw1uo74gAhWWM9c;1000;pending;2025-12-16T18:44:21.839Z;;guest
DRNLljK4J2kgTCJS5yUF;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;pending;2025-12-22T23:11:37.230Z;;guest
DT2HsmU0JNGmYP181y4B;votes-artistes;lrK8tSxZpQPYFTmIF7On;100;pending;2025-12-28T22:59:51.558Z;;guest
DYtdt6kj8mAL2IACCpsu;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;pending;2025-12-15T09:08:27.826Z;;guest
DaS2jgFZDOIEyhodhBwV;votes-artistes;81cTWJpXQxqb1LcEQ9Nd;100;counted;2025-12-16T13:48:17.953Z;9007071466613030;guest
Dbm8WN8QTQPR4x8rA9ds;votes-artistes;lrK8tSxZpQPYFTmIF7On;100;counted;2025-12-23T16:22:19.630Z;3928991384951210;guest
DdCGoLjUluOyr2KAp8FF;votes-artistes;TXBLgEfug2LJqx5MXWe4;100;pending;2025-12-15T22:24:31.110Z;;guest
DdeUQPQ4wdmcMgu1P0VV;votes-artistes;oucOMPgDKDQR8GKDvFHJ;500;counted;2025-12-18T19:00:44.740Z;9772040532671470;guest
DfBagRPwBtSCEJAubT7D;votes-artistes;RIAr7Uw1uo74gAhWWM9c;500;counted;2025-12-18T21:56:43.850Z;5645475335977410;guest
Dfp6GCu4fMKmtDCPbIWB;votes-artistes;oucOMPgDKDQR8GKDvFHJ;500;counted;2025-12-16T06:30:35.271Z;909407685090248;guest
DgUsOAr4b13hN9C2iVA8;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;counted;2025-12-16T08:59:32.314Z;8124055986088820;guest
DlK2lWeRhRZWqhj4xHvk;votes-artistes;GEVWzgnMyTnavWjEa6pg;100;pending;2025-12-17T07:19:47.166Z;;guest
DnUYMYUd2QeUsSw440Fd;votes-artistes;R3DRrtGPGfw8jsQxG4r8;10000;pending;2025-12-15T19:00:30.896Z;;guest
DrwVDpcCQUWQrLvZIX2r;votes-artistes;RIAr7Uw1uo74gAhWWM9c;100;pending;2025-12-15T09:45:02.161Z;;guest
DwS7ha3G3k9yLPVE9Z2l;votes-artistes;aUt5Vh29CsUcstBHEF8H;100;pending;2025-12-15T18:20:11.811Z;;guest
DzAZZ9KpcvvBlqHbPwPP;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;pending;2025-12-15T22:09:24.244Z;;guest
DzSsXlSP86xRPjIfgkDU;votes-artistes;TXBLgEfug2LJqx5MXWe4;1000;counted;2025-12-19T22:45:04.417Z;1315574231598080;guest
DzYugKB6FK8PKcTdxoQg;votes-artistes;RIAr7Uw1uo74gAhWWM9c;2000;pending;2025-12-17T19:23:06.542Z;;guest
E13lc3JLJOSEI3BzokeC;votes-artistes;TXBLgEfug2LJqx5MXWe4;8500;counted;2025-12-19T21:45:16.288Z;6556124119332150;guest
E6Lzs557XOBIVLiWCUx8;votes-artistes;oucOMPgDKDQR8GKDvFHJ;10000;counted;2025-12-19T17:03:58.310Z;7353163357214740;guest
E8e14p2vC6s2E43gw6ux;votes-artistes;oucOMPgDKDQR8GKDvFHJ;1800;counted;2025-12-19T18:07:32.554Z;7249616035106960;guest
EANIt2ZySElWKZFpiPHi;votes-artistes;GEVWzgnMyTnavWjEa6pg;100;counted;2025-12-25T13:09:27.676Z;8121817801831680;guest
EIdtPgXbYzkMRI8RKWQl;votes-artistes;oucOMPgDKDQR8GKDvFHJ;8000;pending;2025-12-18T19:25:55.108Z;;guest
EJ1pYdUc6L3YMlxZC0pn;votes-artistes;RIAr7Uw1uo74gAhWWM9c;100;counted;2025-12-15T14:21:11.442Z;986126678163766;guest
EMeuB86nHF5Eg0kaIHXw;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;pending;2025-12-16T07:55:47.486Z;;guest
EP8B63gghUVxgSXOxEmR;votes-artistes;GEVWzgnMyTnavWjEa6pg;1000;pending;2025-12-16T03:48:24.231Z;;guest
EQ9EO7ZJF744UfdYl3oS;votes-artistes;TXBLgEfug2LJqx5MXWe4;1000;pending;2025-12-17T17:38:50.346Z;;guest
ESB6ZvJbdEryo2S8GRq6;votes-artistes;oucOMPgDKDQR8GKDvFHJ;500;counted;2025-12-18T06:25:20.653Z;6831730845781970;guest
ETVV71ii0uWlqVIQPPZc;votes-artistes;TXBLgEfug2LJqx5MXWe4;500;counted;2025-12-16T20:02:58.029Z;3176952149831980;guest
Ea9UMurMqXj4qv7lD4wM;votes-artistes;oucOMPgDKDQR8GKDvFHJ;300;counted;2025-12-15T13:28:54.084Z;1628176849533630;guest
Ec2r3y6zBTQwE93txEM2;votes-artistes;noLuODpebT7EXpZWBRkH;100;counted;2025-12-15T10:04:38.516Z;4758124165053950;guest
EgWBxeaRP1jnofvVWrO4;votes-artistes;GEVWzgnMyTnavWjEa6pg;100;pending;2025-12-19T09:46:36.270Z;;guest
EojClbAaIteNKt0xHp4F;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;pending;2025-12-16T14:35:18.677Z;;guest
EpXkpW51LD00KXOY1ayO;votes-artistes;TXBLgEfug2LJqx5MXWe4;1000;counted;2025-12-28T20:23:37.706Z;5005203597726050;guest
F2RW5GLRmr6HBDDfRPRP;votes-artistes;GEVWzgnMyTnavWjEa6pg;100;pending;2025-12-21T03:57:54.630Z;;guest
F2sAV4TbykG42X9MBuIx;votes-artistes;RIAr7Uw1uo74gAhWWM9c;500;pending;2025-12-18T16:01:35.802Z;;guest
F4nQB7rq5bHe3H6nt6OO;votes-artistes;TXBLgEfug2LJqx5MXWe4;100;pending;2025-12-16T21:23:35.824Z;;guest
F7E76c5QRI5rqG8yH1wD;votes-artistes;GEVWzgnMyTnavWjEa6pg;1000;counted;2025-12-15T12:29:45.988Z;1378828263760520;guest
F8H9aO2vZoq5TaSuqoi1;votes-artistes;GEVWzgnMyTnavWjEa6pg;100;pending;2025-12-20T08:49:32.275Z;;guest
FAtS26180D89sb0uyuWn;votes-artistes;THSoBfgsHaDLamNs758L;3000;pending;2025-12-19T13:26:28.896Z;;guest
FC2R6XOR7D4IsrtC6tAB;votes-artistes;81cTWJpXQxqb1LcEQ9Nd;100;pending;2025-12-16T07:50:42.327Z;;guest
FFeeyjdb0wPTB7Dzknya;votes-artistes;RIAr7Uw1uo74gAhWWM9c;100;pending;2025-12-20T21:53:29.612Z;;guest
FI5dS60aDOl7p96xx8Pu;votes-artistes;TXBLgEfug2LJqx5MXWe4;100;pending;2025-12-16T17:49:46.228Z;;guest
FIvwNLgB8VIqJ6bEzQap;votes-artistes;RIAr7Uw1uo74gAhWWM9c;3700;counted;2025-12-15T17:42:46.546Z;2904642128184290;guest
FJQBswPJxS5mkghaM72X;votes-artistes;RIAr7Uw1uo74gAhWWM9c;5200;pending;2025-12-15T10:40:27.243Z;;guest
FOXlnBHZUzcpxj7Ep6P8;votes-artistes;lrK8tSxZpQPYFTmIF7On;100;pending;2025-12-20T07:04:51.726Z;;guest
FQCzoNPDMHXw7n8feFY6;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;pending;2025-12-15T08:01:38.094Z;;guest
FR79LUfxVBRcpXQXEYec;votes-artistes;aUt5Vh29CsUcstBHEF8H;100;counted;2025-12-16T15:37:49.135Z;9335397163649200;guest
FXE8Uk3siw5Ups3FfvUA;votes-artistes;oucOMPgDKDQR8GKDvFHJ;1000;counted;2025-12-18T09:03:06.823Z;393454161402296;guest
FXr3lN92k3rhvvBK0Xdf;votes-artistes;TXBLgEfug2LJqx5MXWe4;100;pending;2025-12-16T07:31:44.903Z;;guest
FaRDV7TOiHBLje4G2nH7;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;counted;2025-12-15T08:52:00.265Z;1107895043106750;guest
Fb5KDoBPvsU72nT6LMJc;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;pending;2025-12-15T19:13:02.502Z;;guest
FcVrGF2KQPbFtQ7qFy7E;votes-artistes;8dxIvMVLsBZNKKBQiNFE;100;pending;2025-12-16T07:36:12.402Z;;guest
FchSP5ZYRjOFJotxHs9P;votes-artistes;GEVWzgnMyTnavWjEa6pg;100;pending;2025-12-15T15:30:27.691Z;;guest
Ff2meV4D5YIgO1OnMZq0;votes-artistes;oucOMPgDKDQR8GKDvFHJ;500;pending;2025-12-19T20:57:06.037Z;;guest
Ff8MMCkctUwG2OomVgRv;votes-artistes;lrK8tSxZpQPYFTmIF7On;200;pending;2025-12-19T22:50:29.380Z;;guest
Ffx7wYksWIV7p9BBVIKp;votes-artistes;GEVWzgnMyTnavWjEa6pg;100;pending;2025-12-19T06:24:43.730Z;;guest
Fhlq6jEssa6uJIcqL8W5;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;pending;2025-12-15T10:25:14.525Z;;guest
FiMXeW1nQsOBwVtZNXYg;votes-artistes;GEVWzgnMyTnavWjEa6pg;500;counted;2025-12-22T09:50:43.584Z;5620734783528950;guest
FitO9MgjWHmOSwTQZ9qv;votes-artistes;GEVWzgnMyTnavWjEa6pg;1000;pending;2025-12-17T15:26:54.873Z;;guest
Fm4gHy3dRaIn4NZMqEo4;votes-artistes;lrK8tSxZpQPYFTmIF7On;100;pending;2025-12-20T07:56:13.313Z;;guest
FnlqmdR0gjrkxEwverxD;votes-artistes;TXBLgEfug2LJqx5MXWe4;100;pending;2025-12-16T19:49:50.761Z;;guest
Fq5heQswFmCke0ZB5LLo;votes-artistes;TXBLgEfug2LJqx5MXWe4;100;counted;2025-12-28T21:40:06.592Z;1272544961734630;guest
FvdAbHapbO62pRU9c2bX;votes-artistes;oucOMPgDKDQR8GKDvFHJ;100;pending;2025-12-15T09:00:11.043Z;;guest
FzBQZ23yMwHHgzFgJBDO;votes-artistes;RIAr7Uw1uo74gAhWWM9c;400;counted;2025-12-16T10:52:25.558Z;4083533067444030;guest
